timestamp,user,ip,action,status,failed_login,hour,anomaly,risk_score,risk_level
2026-01-02 16:54:32,guest,172.16.0.3,login,success,0,16,1,0,BAIXO
2026-01-03 05:35:32,user3,192.168.0.10,login,failed,1,5,1,80,ALTO
2026-01-03 03:53:32,user2,172.16.0.3,login,failed,1,3,1,80,ALTO
2026-01-03 07:52:32,guest,192.168.0.10,login,success,0,7,1,0,BAIXO
2026-01-02 13:24:32,user2,192.168.0.20,login,failed,1,13,1,50,MÉDIO
2026-01-02 15:47:32,guest,192.168.0.20,login,failed,1,15,1,50,MÉDIO
2026-01-03 06:46:32,user1,172.16.0.3,login,failed,1,6,1,50,MÉDIO
2026-01-03 05:46:32,admin,192.168.0.20,login,failed,1,5,1,80,ALTO
2026-01-03 04:35:32,user3,10.0.0.5,login,success,0,4,1,30,BAIXO
2026-01-03 05:46:32,user3,172.16.0.3,login,success,0,5,1,30,BAIXO
2026-01-03 06:05:32,guest,192.168.0.10,login,failed,1,6,1,50,MÉDIO
2026-01-02 19:04:32,user3,10.0.0.5,login,success,0,19,1,0,BAIXO
2026-01-03 04:10:32,user3,192.168.0.10,login,success,0,4,1,30,BAIXO
2026-01-02 23:33:32,user3,192.168.0.20,login,failed,1,23,1,80,ALTO
2026-01-02 12:42:32,user1,192.168.0.20,login,failed,1,12,1,50,MÉDIO
2026-01-03 03:42:32,guest,10.0.0.5,login,failed,1,3,1,80,ALTO
2026-01-02 12:41:32,user2,10.0.0.5,login,failed,1,12,1,50,MÉDIO
2026-01-02 19:42:32,user1,192.168.0.10,login,failed,1,19,1,50,MÉDIO
2026-01-03 01:58:32,user3,192.168.0.10,login,success,0,1,-1,70,MÉDIO
2026-01-03 02:37:32,user2,10.0.0.5,login,success,0,2,1,30,BAIXO
2026-01-03 07:00:32,admin,192.168.0.10,login,failed,1,7,1,50,MÉDIO
2026-01-02 16:06:32,user2,192.168.0.20,login,success,0,16,1,0,BAIXO
2026-01-02 16:35:32,user2,192.168.0.20,login,failed,1,16,1,50,MÉDIO
2026-01-02 20:35:32,user3,192.168.0.20,login,success,0,20,1,0,BAIXO
2026-01-02 19:25:32,user3,192.168.0.10,login,success,0,19,1,0,BAIXO
2026-01-02 17:58:32,user2,192.168.0.20,login,failed,1,17,1,50,MÉDIO
2026-01-03 07:51:32,user1,192.168.0.20,login,failed,1,7,1,50,MÉDIO
2026-01-02 15:05:32,user3,192.168.0.10,login,failed,1,15,1,50,MÉDIO
2026-01-03 01:53:32,guest,192.168.0.10,login,success,0,1,-1,70,MÉDIO
2026-01-02 23:01:32,admin,172.16.0.3,login,failed,1,23,1,80,ALTO
2026-01-02 16:15:32,admin,172.16.0.3,login,failed,1,16,1,50,MÉDIO
2026-01-02 20:01:32,user2,172.16.0.3,login,success,0,20,1,0,BAIXO
2026-01-03 03:00:32,guest,172.16.0.3,login,success,0,3,1,30,BAIXO
2026-01-02 13:48:32,guest,192.168.0.10,login,failed,1,13,1,50,MÉDIO
2026-01-02 16:35:32,admin,172.16.0.3,login,failed,1,16,1,50,MÉDIO
2026-01-03 08:17:32,user2,192.168.0.10,login,failed,1,8,1,50,MÉDIO
2026-01-03 11:02:32,user3,10.0.0.5,login,failed,1,11,1,50,MÉDIO
2026-01-02 16:42:32,admin,192.168.0.20,login,failed,1,16,1,50,MÉDIO
2026-01-02 12:24:32,guest,192.168.0.20,login,failed,1,12,1,50,MÉDIO
2026-01-03 04:24:32,guest,192.168.0.10,login,failed,1,4,1,80,ALTO
2026-01-02 23:01:32,guest,192.168.0.10,login,failed,1,23,1,80,ALTO
2026-01-02 19:58:32,user3,192.168.0.10,login,success,0,19,1,0,BAIXO
2026-01-03 03:22:32,user2,10.0.0.5,login,success,0,3,1,30,BAIXO
2026-01-03 09:40:32,guest,192.168.0.10,login,success,0,9,1,0,BAIXO
2026-01-03 03:11:32,guest,172.16.0.3,login,success,0,3,1,30,BAIXO
2026-01-03 06:05:32,user1,192.168.0.10,login,success,0,6,1,0,BAIXO
2026-01-02 16:15:32,user2,10.0.0.5,login,failed,1,16,1,50,MÉDIO
2026-01-02 19:45:32,user1,172.16.0.3,login,success,0,19,1,0,BAIXO
2026-01-03 05:49:32,user3,192.168.0.10,login,failed,1,5,1,80,ALTO
2026-01-02 18:49:32,user2,10.0.0.5,login,success,0,18,1,0,BAIXO
2026-01-02 22:45:32,guest,192.168.0.10,login,success,0,22,1,0,BAIXO
2026-01-02 21:06:32,user2,10.0.0.5,login,failed,1,21,-1,90,ALTO
2026-01-02 18:24:32,guest,192.168.0.20,login,failed,1,18,1,50,MÉDIO
2026-01-02 16:12:32,user3,10.0.0.5,login,failed,1,16,1,50,MÉDIO
2026-01-03 04:48:32,user2,192.168.0.10,login,success,0,4,1,30,BAIXO
2026-01-03 03:02:32,user2,192.168.0.20,login,failed,1,3,1,80,ALTO
2026-01-02 16:02:32,guest,172.16.0.3,login,success,0,16,1,0,BAIXO
2026-01-02 18:35:32,user2,192.168.0.20,login,failed,1,18,1,50,MÉDIO
2026-01-03 11:17:32,admin,172.16.0.3,login,failed,1,11,1,50,MÉDIO
2026-01-03 06:11:32,user1,10.0.0.5,login,failed,1,6,1,50,MÉDIO
2026-01-02 14:42:32,admin,192.168.0.10,login,failed,1,14,1,50,MÉDIO
2026-01-02 17:16:32,user2,192.168.0.20,login,success,0,17,-1,40,MÉDIO
2026-01-03 02:00:32,guest,192.168.0.20,login,success,0,2,1,30,BAIXO
2026-01-02 15:37:32,admin,172.16.0.3,login,failed,1,15,1,50,MÉDIO
2026-01-03 04:52:32,admin,172.16.0.3,login,success,0,4,1,30,BAIXO
2026-01-03 10:03:32,user3,172.16.0.3,login,failed,1,10,1,50,MÉDIO
2026-01-02 22:04:32,user1,172.16.0.3,login,failed,1,22,-1,90,ALTO
2026-01-02 12:08:32,admin,192.168.0.20,login,failed,1,12,1,50,MÉDIO
2026-01-02 16:57:32,admin,192.168.0.10,login,failed,1,16,1,50,MÉDIO
2026-01-02 23:09:32,user2,172.16.0.3,login,failed,1,23,1,80,ALTO
2026-01-03 04:08:32,user2,192.168.0.20,login,failed,1,4,1,80,ALTO
2026-01-03 07:59:32,admin,192.168.0.10,login,failed,1,7,1,50,MÉDIO
2026-01-02 19:33:32,user2,172.16.0.3,login,failed,1,19,1,50,MÉDIO
2026-01-03 05:45:32,guest,192.168.0.20,login,success,0,5,1,30,BAIXO
2026-01-02 18:47:32,user2,172.16.0.3,login,failed,1,18,1,50,MÉDIO
2026-01-03 06:39:32,user3,172.16.0.3,login,success,0,6,1,0,BAIXO
2026-01-03 11:37:32,guest,192.168.0.20,login,success,0,11,1,0,BAIXO
2026-01-03 11:34:32,guest,10.0.0.5,login,success,0,11,1,0,BAIXO
2026-01-03 05:47:32,user2,192.168.0.10,login,success,0,5,1,30,BAIXO
2026-01-02 18:47:32,user2,10.0.0.5,login,failed,1,18,1,50,MÉDIO
2026-01-03 11:17:32,admin,192.168.0.10,login,success,0,11,1,0,BAIXO
2026-01-02 19:50:32,guest,192.168.0.20,login,success,0,19,1,0,BAIXO
2026-01-03 03:18:32,guest,10.0.0.5,login,failed,1,3,1,80,ALTO
2026-01-03 01:38:32,admin,172.16.0.3,login,failed,1,1,-1,100,ALTO
2026-01-02 23:54:32,user3,172.16.0.3,login,failed,1,23,1,80,ALTO
2026-01-02 20:09:32,guest,192.168.0.10,login,failed,1,20,1,50,MÉDIO
2026-01-03 07:14:32,admin,10.0.0.5,login,failed,1,7,1,50,MÉDIO
2026-01-03 04:49:32,user1,172.16.0.3,login,failed,1,4,1,80,ALTO
2026-01-02 23:39:32,admin,172.16.0.3,login,failed,1,23,1,80,ALTO
2026-01-03 02:18:32,guest,172.16.0.3,login,success,0,2,1,30,BAIXO
2026-01-02 20:43:32,user1,172.16.0.3,login,failed,1,20,1,50,MÉDIO
2026-01-02 15:16:32,user3,192.168.0.10,login,success,0,15,1,0,BAIXO
2026-01-02 17:54:32,admin,192.168.0.10,login,failed,1,17,1,50,MÉDIO
2026-01-03 08:59:32,user3,172.16.0.3,login,success,0,8,1,0,BAIXO
2026-01-02 18:41:32,guest,192.168.0.20,login,success,0,18,1,0,BAIXO
2026-01-03 07:14:32,user2,10.0.0.5,login,success,0,7,1,0,BAIXO
2026-01-03 08:17:32,user1,10.0.0.5,login,success,0,8,1,0,BAIXO
2026-01-03 01:48:32,guest,10.0.0.5,login,success,0,1,-1,70,MÉDIO
2026-01-02 19:04:32,user3,172.16.0.3,login,success,0,19,1,0,BAIXO
2026-01-02 12:42:32,user1,10.0.0.5,login,success,0,12,1,0,BAIXO
2026-01-02 13:16:32,guest,192.168.0.20,login,success,0,13,1,0,BAIXO
2026-01-03 03:15:32,user2,192.168.0.10,login,failed,1,3,1,80,ALTO
2026-01-03 09:58:32,guest,10.0.0.5,login,success,0,9,1,0,BAIXO
2026-01-03 08:39:32,admin,10.0.0.5,login,failed,1,8,1,50,MÉDIO
2026-01-02 12:23:32,user3,10.0.0.5,login,success,0,12,1,0,BAIXO
2026-01-03 09:24:32,user3,10.0.0.5,login,success,0,9,1,0,BAIXO
2026-01-02 23:46:32,admin,192.168.0.10,login,failed,1,23,1,80,ALTO
2026-01-03 06:41:32,admin,172.16.0.3,login,failed,1,6,1,50,MÉDIO
2026-01-02 18:17:32,user3,10.0.0.5,login,failed,1,18,1,50,MÉDIO
2026-01-03 00:44:32,user3,172.16.0.3,login,failed,1,0,-1,100,ALTO
2026-01-03 07:45:32,user2,172.16.0.3,login,success,0,7,1,0,BAIXO
2026-01-03 09:00:32,user3,172.16.0.3,login,success,0,9,1,0,BAIXO
2026-01-02 20:00:32,user3,192.168.0.10,login,failed,1,20,1,50,MÉDIO
2026-01-03 04:20:32,user1,10.0.0.5,login,failed,1,4,1,80,ALTO
2026-01-03 11:52:32,guest,192.168.0.10,login,success,0,11,1,0,BAIXO
2026-01-02 17:40:32,user2,192.168.0.20,login,failed,1,17,1,50,MÉDIO
2026-01-02 12:10:32,admin,192.168.0.10,login,failed,1,12,1,50,MÉDIO
2026-01-03 02:02:32,user1,172.16.0.3,login,success,0,2,1,30,BAIXO
2026-01-02 16:27:32,user1,192.168.0.20,login,failed,1,16,1,50,MÉDIO
2026-01-03 09:02:32,user1,172.16.0.3,login,success,0,9,1,0,BAIXO
